"Category","Description","Nutrient Data Bank Number","Data.Alpha Carotene","Data.Beta Carotene","Data.Beta Cryptoxanthin","Data.Carbohydrate","Data.Cholesterol","Data.Choline","Data.Fiber","Data.Lutein and Zeaxanthin","Data.Lycopene","Data.Niacin","Data.Protein","Data.Retinol","Data.Riboflavin","Data.Selenium","Data.Sugar Total","Data.Thiamin","Data.Water","Data.Fat.Monosaturated Fat","Data.Fat.Polysaturated Fat","Data.Fat.Saturated Fat","Data.Fat.Total Lipid","Data.Major Minerals.Calcium","Data.Major Minerals.Copper","Data.Major Minerals.Iron","Data.Major Minerals.Magnesium","Data.Major Minerals.Phosphorus","Data.Major Minerals.Potassium","Data.Major Minerals.Sodium","Data.Major Minerals.Zinc","Data.Vitamins.Vitamin A - RAE","Data.Vitamins.Vitamin B12","Data.Vitamins.Vitamin B6","Data.Vitamins.Vitamin C","Data.Vitamins.Vitamin E","Data.Vitamins.Vitamin K"
"Frozen yogurt cone","Frozen yogurt cone, vanilla, waffle cone","11461300","0","8","0","25.28","12","22.2","0.1","1","0","0.364","3.29","45","0.193","2.1","20.26","0.068","67.19","1.014","0.18","2.223","3.61","97","0.024","0.69","11","90","155","77","0.31","46","0.07","0.041","0.7","0.09","0.4"
"Frozen yogurt cone","Frozen yogurt cone, chocolate, waffle cone","11461320","0","8","0","25.28","12","13.8","2.3","1","0","0.43","3.29","36","0.193","2.1","19.62","0.068","67.19","0.991","0.181","2.172","3.61","97","0.067","0.69","25","90","229","77","0.31","37","0.07","0.041","0.0","0.09","0.4"
"Yogurt","Yogurt, whole milk, baby food","11480010","0","5","0","4.66","13","15.2","0.0","0","0","0.075","3.47","27","0.142","2.2","4.66","0.029","87.89","0.893","0.092","2.096","3.25","121","0.009","0.05","12","95","155","46","0.59","27","0.37","0.032","0.5","0.06","0.2"
"Yogurt","Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, NFS","11480020","0","5","0","13.22","14","14.2","0.3","6","0","0.119","3.4","23","0.129","2.8","11.46","0.047","79.16","0.916","0.367","1.84","3.53","107","0.023","0.15","15","95","149","41","0.59","24","0.32","0.034","1.4","0.07","0.3"
"Yogurt","Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus iron","11480030","0","7","1","13.0","10","13.4","0.6","13","0","0.119","3.05","21","0.12","2.4","11.46","0.048","80.21","0.74","0.405","1.582","3.08","98","0.031","4.18","15","86","143","38","0.54","22","0.29","0.036","3.6","0.09","0.9"
"Yogurt","Yogurt, whole milk, baby food, with fruit and multigrain cereal puree, plus DHA","11480040","0","5","0","13.22","14","14.2","0.3","6","0","0.119","3.4","23","0.129","2.8","11.46","0.047","79.16","0.916","0.367","1.84","3.53","107","0.023","0.15","15","95","149","41","0.59","24","0.32","0.034","1.4","0.07","0.3"
"Chocolate milk","Chocolate milk, NFS","11511000","0","11","0","13.46","2","15.6","0.0","0","0","0.164","3.39","63","0.166","1.9","8.39","0.045","82.34","0.0","0.0","0.0","0.0","127","0.075","0.27","13","101","182","79","0.41","64","0.32","0.024","1.0","0.04","0.2"
"Chocolate milk","Chocolate milk, ready to drink, whole","11511100","0","7","0","10.34","12","17.0","0.8","0","0","0.125","3.17","26","0.162","1.9","9.54","0.037","82.3","0.99","0.124","2.104","3.39","112","0.065","0.24","13","101","167","60","0.41","27","0.33","0.04","0.9","0.07","0.3"
"Chocolate milk","Chocolate milk, ready to drink, reduced fat","11511200","0","11","0","12.13","8","17.1","0.7","0","0","0.164","2.99","63","0.183","3.4","9.55","0.045","82.17","0.455","0.089","1.177","1.9","109","0.075","0.24","14","102","169","66","0.39","64","0.33","0.024","0.0","0.04","0.2"
"Chocolate milk","Chocolate milk, ready to drink, fat free","11511300","0","11","0","13.46","2","15.6","0.0","0","0","0.164","3.39","63","0.166","1.9","8.39","0.045","82.34","0.0","0.0","0.0","0.0","127","0.075","0.27","13","101","182","79","0.41","64","0.32","0.024","1.0","0.04","0.2"
"Chocolate milk","Chocolate milk, ready to drink, low fat","11511400","0","2","0","10.15","5","17.0","0.1","0","0","0.124","3.46","51","0.247","1.9","9.94","0.031","84.5","0.3","0.049","0.616","1.11","129","0.028","0.23","13","96","172","65","0.43","52","0.23","0.047","0.4","0.0","0.1"
"Chocolate milk","Chocolate milk, ready to drink, reduced sugar, NS as to milk","11511550","0","2","0","7.68","5","15.2","0.0","0","0","0.122","3.43","96","0.225","1.9","7.29","0.035","87.09","0.29","0.054","0.616","1.04","122","0.018","0.16","13","98","168","66","0.46","96","0.2","0.05","0.0","0.0","0.1"
"Chocolate milk","Chocolate milk, ready to drink, low fat (Nesquik)","11511600","0","2","0","10.15","5","17.0","0.1","0","0","0.124","3.46","51","0.247","1.9","9.94","0.031","84.5","0.3","0.049","0.616","1.11","129","0.028","0.23","13","96","172","65","0.43","52","0.23","0.047","0.4","0.0","0.1"
"Chocolate milk","Chocolate milk, ready to drink, fat free (Nesquik)","11511610","0","11","0","13.46","2","15.6","0.0","0","0","0.164","3.39","63","0.166","1.9","8.39","0.045","82.34","0.0","0.0","0.0","0.0","127","0.075","0.27","13","101","182","79","0.41","64","0.32","0.024","1.0","0.04","0.2"
"Chocolate milk","Chocolate milk, ready to drink, low fat, no sugar added (Nesquik)","11511700","0","2","0","10.15","5","17.0","0.1","0","0","0.124","3.46","51","0.247","1.9","9.94","0.031","84.5","0.3","0.049","0.616","1.11","129","0.028","0.23","13","96","172","65","0.43","52","0.23","0.047","0.4","0.0","0.1"
"Hot chocolate / Cocoa","Hot chocolate / Cocoa, ready to drink","11512010","0","2","0","16.54","7","14.2","0.0","1","0","0.123","2.72","68","0.117","1.7","15.18","0.047","78.43","0.325","0.047","0.903","1.54","102","0.058","0.0","17","95","152","60","0.45","68","0.42","0.049","0.2","0.03","0.2"
"Hot chocolate / Cocoa","Hot chocolate / Cocoa, ready to drink, made with nonfat milk","11512020","0","2","0","16.52","2","14.2","0.0","1","0","0.128","2.79","52","0.112","1.9","15.31","0.044","79.81","0.014","0.005","0.04","0.06","107","0.059","0.0","18","98","159","61","0.47","52","0.45","0.046","0.0","0.0","0.0"
"Hot chocolate / Cocoa","Hot chocolate / Cocoa, ready to drink, made with non-dairy milk","11512030","0","1","0","16.68","0","11.0","0.2","1","0","0.232","1.21","58","0.085","1.3","14.62","0.013","80.39","0.386","0.442","0.115","0.98","122","0.132","0.28","16","32","99","75","0.23","58","0.35","0.014","0.0","1.14","1.3"
"Hot chocolate / Cocoa","Hot chocolate / Cocoa, ready to drink, with whipped cream","11512100","0","6","0","15.89","12","14.4","0.0","1","0","0.121","2.73","84","0.121","1.8","14.6","0.045","77.44","0.742","0.119","1.952","3.18","101","0.056","0.0","17","93","149","58","0.44","84","0.41","0.048","0.2","0.07","0.3"
"Hot chocolate / Cocoa","Hot chocolate / Cocoa, ready to drink, made with nonfat milk and whipped cream","11512110","0","5","0","15.87","8","14.4","0.0","1","0","0.125","2.79","69","0.116","2.0","14.72","0.043","78.76","0.445","0.079","1.13","1.77","105","0.057","0.0","17","96","156","60","0.46","69","0.43","0.046","0.0","0.04","0.2"
"Hot chocolate / Cocoa","Hot chocolate / Cocoa, ready to drink, made with non-dairy milk and whipped cream","11512120","0","4","0","16.02","5","11.3","0.2","1","0","0.224","1.29","74","0.09","1.3","14.07","0.013","79.32","0.799","0.496","1.202","2.64","119","0.127","0.27","15","33","98","73","0.23","74","0.34","0.015","0.0","1.13","1.3"
"Chocolate milk","Chocolate milk, made from dry mix, NS as to type of milk","11513000","0","4","0","10.13","8","17.0","0.3","0","0","0.115","3.41","55","0.132","1.9","9.63","0.054","83.63","0.4","0.061","1.232","2.01","146","0.057","0.0","15","102","164","45","0.82","55","0.53","0.112","1.7","0.03","0.2"
"Chocolate milk","Chocolate milk, made from dry mix with whole milk","11513100","0","7","0","9.94","11","16.9","0.3","0","0","0.111","3.36","29","0.133","1.9","9.55","0.053","82.75","0.646","0.101","1.885","3.14","143","0.057","0.0","14","100","158","44","0.8","30","0.51","0.113","1.7","0.05","0.3"
"Chocolate milk","Chocolate milk, made from dry mix with reduced fat milk","11513150","0","3","0","10.16","8","17.3","0.3","0","0","0.117","3.42","78","0.132","1.8","9.62","0.056","83.68","0.375","0.054","1.182","1.92","146","0.057","0.0","15","102","166","45","0.82","78","0.52","0.113","1.9","0.03","0.2"
"Chocolate milk","Chocolate milk, made from dry mix with low fat milk","11513200","0","1","0","10.43","5","16.5","0.3","0","0","0.118","3.45","54","0.135","2.1","9.69","0.054","84.25","0.197","0.03","0.673","1.03","146","0.057","0.0","15","102","166","45","0.82","54","0.57","0.112","1.7","0.02","0.1"
"Chocolate milk","Chocolate milk, made from dry mix with fat free milk","11513300","0","2","0","10.14","3","17.3","0.3","0","0","0.123","3.5","60","0.126","2.0","9.77","0.053","85.28","0.016","0.006","0.186","0.22","152","0.058","0.0","15","106","174","47","0.84","60","0.54","0.11","1.7","0.0","0.1"
"Chocolate milk","Chocolate milk, made from dry mix with non-dairy milk","11513310","0","1","0","10.32","0","12.7","0.5","0","0","0.243","1.68","66","0.094","1.3","8.99","0.014","85.96","0.445","0.511","0.272","1.27","169","0.142","0.32","13","30","105","63","0.57","66","0.4","0.07","1.7","1.32","1.5"
"Chocolate milk","Chocolate milk, made from reduced sugar mix, NS as to type of milk","11513350","0","4","0","7.61","8","28.7","0.4","0","0","1.21","3.59","56","0.146","2.8","5.86","0.119","85.52","0.499","0.141","1.114","2.1","159","0.079","0.14","29","120","224","59","1.0","56","0.54","0.136","2.4","0.03","0.2"
"Chocolate milk","Chocolate milk, made from reduced sugar mix with whole milk","11513355","0","7","0","7.42","11","28.5","0.4","0","0","1.205","3.53","30","0.147","2.8","5.78","0.118","84.62","0.75","0.182","1.78","3.26","157","0.079","0.14","29","118","217","58","0.98","31","0.52","0.137","2.4","0.05","0.3"
"Chocolate milk","Chocolate milk, made from reduced sugar mix with reduced fat milk","11513360","0","3","0","7.64","8","28.9","0.4","0","0","1.211","3.6","79","0.146","2.7","5.86","0.121","85.58","0.474","0.134","1.062","2.01","160","0.079","0.14","29","120","226","59","1.0","79","0.53","0.137","2.5","0.03","0.2"
"Chocolate milk","Chocolate milk, made from reduced sugar mix with low fat milk","11513365","0","1","0","7.91","5","28.2","0.4","0","0","1.212","3.63","55","0.149","3.0","5.92","0.119","86.15","0.292","0.11","0.543","1.1","160","0.079","0.14","29","120","226","59","1.0","55","0.58","0.136","2.4","0.02","0.1"
"Chocolate milk","Chocolate milk, made from reduced sugar mix with fat free milk","11513370","0","2","0","7.63","3","28.9","0.4","0","0","1.217","3.67","61","0.14","2.9","6.01","0.118","87.2","0.108","0.085","0.047","0.27","166","0.08","0.14","30","124","233","61","1.02","61","0.56","0.134","2.4","0.0","0.0"
"Chocolate milk","Chocolate milk, made from reduced sugar mix with non-dairy milk","11513375","0","1","0","7.81","0","24.2","0.6","0","0","1.34","1.82","68","0.108","2.1","5.2","0.079","87.89","0.545","0.6","0.135","1.34","183","0.166","0.47","28","46","163","77","0.74","68","0.41","0.093","2.4","1.34","1.4"
"Chocolate milk","Chocolate milk, made from dry mix, NS as to type of milk (Nesquik)","11513380","0","4","0","10.13","8","17.0","0.3","0","0","0.115","3.41","55","0.132","1.9","9.63","0.054","83.63","0.4","0.061","1.232","2.01","146","0.057","0.0","15","102","164","45","0.82","55","0.53","0.112","1.7","0.03","0.2"
"Chocolate milk","Chocolate milk, made from dry mix with whole milk (Nesquik)","11513381","0","7","0","9.94","11","16.9","0.3","0","0","0.111","3.36","29","0.133","1.9","9.55","0.053","82.75","0.646","0.101","1.885","3.14","143","0.057","0.0","14","100","158","44","0.8","30","0.51","0.113","1.7","0.05","0.3"
"Chocolate milk","Chocolate milk, made from dry mix with reduced fat milk (Nesquik)","11513382","0","3","0","10.16","8","17.3","0.3","0","0","0.117","3.42","78","0.132","1.8","9.62","0.056","83.68","0.375","0.054","1.182","1.92","146","0.057","0.0","15","102","166","45","0.82","78","0.52","0.113","1.9","0.03","0.2"
"Chocolate milk","Chocolate milk, made from dry mix with low fat milk (Nesquik)","11513383","0","1","0","10.43","5","16.5","0.3","0","0","0.118","3.45","54","0.135","2.1","9.69","0.054","84.25","0.197","0.03","0.673","1.03","146","0.057","0.0","15","102","166","45","0.82","54","0.57","0.112","1.7","0.02","0.1"
"Chocolate milk","Chocolate milk, made from dry mix with fat free milk (Nesquik)","11513384","0","2","0","10.14","3","17.3","0.3","0","0","0.123","3.5","60","0.126","2.0","9.77","0.053","85.28","0.016","0.006","0.186","0.22","152","0.058","0.0","15","106","174","47","0.84","60","0.54","0.11","1.7","0.0","0.1"
"Chocolate milk","Chocolate milk, made from dry mix with non-dairy milk (Nesquik)","11513385","0","1","0","10.32","0","12.7","0.5","0","0","0.243","1.68","66","0.094","1.3","8.99","0.014","85.96","0.445","0.511","0.272","1.27","169","0.142","0.32","13","30","105","63","0.57","66","0.4","0.07","1.7","1.32","1.5"
"Chocolate milk","Chocolate milk, made from no sugar added dry mix, NS as to type of milk (Nesquik)","11513390","0","4","0","7.61","8","28.7","0.4","0","0","1.21","3.59","56","0.146","2.8","5.86","0.119","85.52","0.499","0.141","1.114","2.1","159","0.079","0.14","29","120","224","59","1.0","56","0.54","0.136","2.4","0.03","0.2"
"Chocolate milk","Chocolate milk, made from no sugar added dry mix with whole milk (Nesquik)","11513391","0","7","0","7.42","11","28.5","0.4","0","0","1.205","3.53","30","0.147","2.8","5.78","0.118","84.62","0.75","0.182","1.78","3.26","157","0.079","0.14","29","118","217","58","0.98","31","0.52","0.137","2.4","0.05","0.3"
"Chocolate milk","Chocolate milk, made from no sugar added dry mix with reduced fat milk (Nesquik)","11513392","0","3","0","7.64","8","28.9","0.4","0","0","1.211","3.6","79","0.146","2.7","5.86","0.121","85.58","0.474","0.134","1.062","2.01","160","0.079","0.14","29","120","226","59","1.0","79","0.53","0.137","2.5","0.03","0.2"
"Chocolate milk","Chocolate milk, made from no sugar added dry mix with low fat milk (Nesquik)","11513393","0","1","0","7.91","5","28.2","0.4","0","0","1.212","3.63","55","0.149","3.0","5.92","0.119","86.15","0.292","0.11","0.543","1.1","160","0.079","0.14","29","120","226","59","1.0","55","0.58","0.136","2.4","0.02","0.1"
"Chocolate milk","Chocolate milk, made from no sugar added dry mix with fat free milk  (Nesquik)","11513394","0","2","0","7.63","3","28.9","0.4","0","0","1.217","3.67","61","0.14","2.9","6.01","0.118","87.2","0.108","0.085","0.047","0.27","166","0.08","0.14","30","124","233","61","1.02","61","0.56","0.134","2.4","0.0","0.0"
"Chocolate milk","Chocolate milk, made from no sugar added dry mix with non-dairy milk (Nesquik)","11513395","0","1","0","7.81","0","24.2","0.6","0","0","1.34","1.82","68","0.108","2.1","5.2","0.079","87.89","0.545","0.6","0.135","1.34","183","0.166","0.47","28","46","163","77","0.74","68","0.41","0.093","2.4","1.34","1.4"
"Chocolate milk","Chocolate milk, made from syrup, NS as to type of milk","11513400","0","3","0","13.18","7","15.7","0.0","0","0","0.118","2.89","51","0.123","1.9","12.23","0.05","81.43","0.369","0.056","1.009","1.73","109","0.042","0.0","16","97","152","54","0.44","51","0.48","0.053","0.1","0.03","0.2"
"Chocolate milk","Chocolate milk, made from syrup with whole milk","11513500","0","6","0","13.0","10","15.5","0.0","0","0","0.114","2.84","27","0.124","1.8","12.16","0.049","80.62","0.596","0.094","1.612","2.77","107","0.042","0.0","16","95","146","53","0.43","28","0.47","0.054","0.0","0.04","0.3"
"Chocolate milk","Chocolate milk, made from syrup with reduced fat milk","11513550","0","3","0","13.21","7","15.9","0.0","0","0","0.12","2.9","72","0.123","1.8","12.23","0.052","81.48","0.347","0.05","0.962","1.65","109","0.042","0.0","16","97","154","54","0.45","72","0.48","0.054","0.2","0.03","0.2"
"Chocolate milk","Chocolate milk, made from syrup with low fat milk","11513600","0","1","0","13.45","4","15.2","0.0","0","0","0.121","2.93","50","0.125","2.0","12.29","0.05","82.0","0.182","0.028","0.492","0.82","109","0.042","0.0","16","97","154","54","0.45","50","0.53","0.053","0.0","0.02","0.1"
"Chocolate milk","Chocolate milk, made from syrup with fat free milk","11513700","0","2","0","13.19","3","15.9","0.0","0","0","0.125","2.97","55","0.118","1.9","12.37","0.049","82.96","0.015","0.005","0.042","0.07","114","0.043","0.0","16","100","161","56","0.46","55","0.5","0.051","0.0","0.0","0.0"
"Chocolate milk","Chocolate milk, made from syrup with non-dairy milk","11513750","0","1","0","13.36","0","11.6","0.2","0","0","0.236","1.29","61","0.088","1.2","11.64","0.013","83.58","0.411","0.472","0.122","1.04","130","0.121","0.3","14","30","97","70","0.21","61","0.37","0.015","0.0","1.22","1.3"
"Chocolate milk","Chocolate milk, made from light syrup, NS as to type of milk","11513800","0","3","0","8.6","7","15.8","0.0","0","0","0.119","3.1","51","0.125","1.8","7.86","0.051","85.67","0.373","0.057","1.018","1.86","111","0.035","0.0","15","97","161","47","0.43","51","0.49","0.054","0.1","0.03","0.2"
"Chocolate milk","Chocolate milk, made from light syrup with whole milk","11513801","0","6","0","8.42","10","15.7","0.0","0","0","0.114","3.04","27","0.126","1.8","7.79","0.05","84.85","0.602","0.094","1.627","2.92","109","0.035","0.0","15","95","155","46","0.42","28","0.47","0.054","0.0","0.04","0.3"
"Chocolate milk","Chocolate milk, made from light syrup with reduced fat milk","11513802","0","3","0","8.63","7","16.0","0.0","0","0","0.12","3.1","73","0.125","1.7","7.86","0.053","85.72","0.35","0.051","0.971","1.78","112","0.035","0.0","15","97","163","47","0.44","73","0.48","0.054","0.2","0.03","0.2"
"Chocolate milk","Chocolate milk, made from light syrup with low fat milk","11513803","0","1","0","8.87","4","15.3","0.0","0","0","0.121","3.13","51","0.127","2.0","7.92","0.051","86.24","0.184","0.028","0.497","0.95","112","0.035","0.0","15","97","163","47","0.44","51","0.53","0.054","0.0","0.02","0.1"
"Chocolate milk","Chocolate milk, made from light syrup with fat free milk","11513804","0","2","0","8.61","3","16.0","0.0","0","0","0.126","3.18","56","0.12","1.9","8.0","0.05","87.21","0.015","0.005","0.043","0.19","117","0.036","0.0","15","100","170","48","0.45","56","0.51","0.052","0.0","0.0","0.0"
"Chocolate milk","Chocolate milk, made from light syrup with non-dairy milk","11513805","0","1","0","8.78","0","11.7","0.2","0","0","0.237","1.48","62","0.09","1.2","7.27","0.014","87.84","0.415","0.476","0.123","1.17","132","0.115","0.3","14","29","105","63","0.2","62","0.37","0.015","0.0","1.23","1.3"
"Chocolate milk","Chocolate milk, made from sugar free syrup, NS as to type of milk","11513850","0","3","0","6.04","7","15.9","0.4","1","0","0.143","3.28","51","0.129","1.9","4.31","0.052","87.77","0.426","0.062","1.112","2.0","110","0.072","0.26","20","104","186","77","0.5","51","0.49","0.055","0.1","0.03","0.2"
"Chocolate milk","Chocolate milk, made from sugar free syrup with whole milk","11513851","0","6","0","5.87","10","15.8","0.4","1","0","0.138","3.23","27","0.13","1.9","4.24","0.051","86.94","0.655","0.1","1.72","3.05","108","0.072","0.26","20","103","180","76","0.48","28","0.47","0.056","0.0","0.05","0.3"
"Chocolate milk","Chocolate milk, made from sugar free syrup with reduced fat milk","11513852","0","3","0","6.08","7","16.1","0.4","1","0","0.144","3.29","73","0.129","1.8","4.31","0.054","87.82","0.404","0.056","1.064","1.92","110","0.072","0.26","20","104","188","77","0.5","73","0.48","0.056","0.2","0.03","0.2"
"Chocolate milk","Chocolate milk, made from sugar free syrup with low fat milk","11513853","0","1","0","6.32","4","15.4","0.4","1","0","0.145","3.32","51","0.131","2.1","4.37","0.052","88.34","0.237","0.033","0.59","1.08","110","0.072","0.26","20","104","188","77","0.5","51","0.53","0.055","0.0","0.02","0.1"
"Chocolate milk","Chocolate milk, made from sugar free syrup with fat free milk","11513854","0","2","0","6.06","3","16.1","0.4","1","0","0.15","3.36","56","0.123","2.0","4.45","0.051","89.31","0.069","0.01","0.136","0.32","115","0.073","0.26","20","108","195","79","0.52","56","0.51","0.053","0.0","0.0","0.0"
"Chocolate milk","Chocolate milk, made from sugar free syrup with non-dairy milk","11513855","0","1","0","6.22","0","11.8","0.5","1","0","0.262","1.66","62","0.094","1.3","3.72","0.015","89.94","0.468","0.481","0.217","1.31","131","0.151","0.56","18","37","130","94","0.26","62","0.37","0.016","0.0","1.23","1.4"
